AE1,AE2,AE3,fdc_id,description
3.7303953,3.6439795,7.230095,2491020,CORN FLAKES CEREAL
3.2036061,2.8457203,5.9511695,2012069,CORN FLAKES CEREAL
3.2036061,2.8457203,5.9511695,2012070,CORN FLAKES CEREAL
2.9848742,2.8255305,5.83266,2058479,CORN FLAKES CEREALES
1.9475683,2.2283201,5.090361,2614431,CORN PUFFS CEREAL
2.0725236,1.1178648,2.3928776,2015813,CORN PUFFS CEREAL
3.7303953,3.6439795,7.230095,1885998,CORN SQUARES CEREAL
1.7703274,2.0818434,4.620273,2596004,COSMIC BROWNIES CEREAL
2.1139572,1.7383106,4.474661,2595892,"CRANBERRIES CEREAL, CRANBERRIES"
2.14263,2.4404936,4.725532,2121437,CRANBERRY ALMOND CEREAL
2.6023698,1.8005265,3.531739,2013853,"CRANBERRY CEREAL, CRANBERRY"
1.8817466,0.9671607,2.5107853,2112419,CREAMY WHEAT CEREAL
0.40065747,3.0778885,1.9888777,1002455,CRISPY CEREAL STICK
2.693554,2.6306658,5.8410745,2112071,CRISPY RICE CEREAL
2.693554,2.6306658,5.8410745,2033781,CRISPY RICE CEREAL
2.5202346,2.242322,4.8113728,2015798,CRUNCHY MAPLE CEREAL
2.7077398,2.3488069,4.428118,2473629,CRUNCHY OAT CEREAL
2.4008617,2.4276505,1.9773662,2061950,DETOXIFYING HOT CEREAL
1.5749104,1.597119,3.0765262,1898072,FALL HARVEST CEREAL
4.2717085,2.0849988,3.3254805,2746509,Fiber One Cereal
1.969537,2.2020333,3.7666795,1886739,FLAKE & GRANOLA CEREAL
