fdc_id,description,brand_owner,food_category,Energy,Protein,"Carbohydrate, by difference",Total lipid (fat),"Fatty acids, total saturated","Fiber, total dietary",Total Sugars,"Sodium, Na"
2484121,"CRANBERRY ALMOND FLAVORED MULTI GRAIN CEREAL, CRANBERRY ALMOND","Safeway, Inc.",Cereal,400.0,7.27,78.2,5.45,0.0,5.5,23.6,364.0
1700867,"CRANBERRY MAPLE OVERNIGHT OATS CHILLED CEREAL, CRANBERRY MAPLE",Kraft Heinz Foods Company,Cereal,377.0,11.5,72.1,4.92,0.66,9.8,16.4,107.0
2659881,"CRAZY CRUNCH SWEETENED CORN & OAT CEREAL, CRAZY CRUNCH","Meijer, Inc.",Cereal,400.0,3.33,86.7,5.0,1.67,3.3,43.3,800.0
362878,"CREAM OF WHEAT, INSTANT HOT CEREAL, MAPLE BROWN SUGAR",CREAM OF WHEAT,Cereal,371.0,5.71,80.0,0.0,0.0,2.9,37.1,400.0
2398347,"CREAMY BROWN RICE HOT CEREAL, CREAMY BROWN RICE","Bob's Red Mill Natural Foods, Inc.",Cereal,375.0,7.5,80.0,1.25,0.0,2.5,2.5,0.0
2603215,"CREAMY HOT WHEAT FORTIFIED CEREAL, CREAMY HOT WHEAT",Stater Bros. Markets Inc.,Cereal,371.0,11.4,77.1,0.0,0.0,2.9,0.0,0.0
2418008,"CREAMY WHITE CORN GRITS HOT CEREAL, CREAMY WHITE","Bob's Red Mill Natural Foods, Inc.",Cereal,350.0,7.5,80.0,0.0,0.0,2.5,0.0,0.0
2472709,"CRISP 6 BLENDED CORN & RICE CEREAL, CRISP 6",Harris-Teeter Inc.,Cereal,385.0,7.69,87.2,0.0,0.0,2.6,15.4,513.0
2460786,"CRISP CRUNCH SWEETENED CORN & OAT CEREAL, CRISP CRUNCH","Schnuck Markets, Inc.",Cereal,389.0,2.78,88.9,52.8,0.0,2.8,44.4,528.0
2283378,"CRISP CRUNCH SWEETENED CORN & OAT CEREAL, CRISP CRUNCH","Associated Wholesale Grocers, Inc.",Cereal,393.0,3.57,85.7,3.57,0.0,0.0,42.9,714.0
2478672,"CRISP CRUNCH SWEETENED CORN AND OAT CEREAL, CRISP CRUNCH","Associated Wholesale Grocers, Inc.",Cereal,400.0,5.0,90.0,1.25,0.0,2.5,42.5,700.0
2019930,"CRISP RICE OVEN TOASTED RICE CEREAL, CRISP RICE","Meijer, Inc.",Cereal,394.0,6.06,87.9,0.0,0.0,0.0,12.1,545.0
2464124,"CRISP RICE OVEN TOASTED RICE CEREAL, CRISP RICE",Fungi Exotica Gourmet Mushrooms,Cereal,385.0,7.69,87.2,0.0,0.0,0.0,10.3,538.0
2660015,"CRISP RICE OVEN TOASTED RICE CEREAL, CRISP RICE","Meijer, Inc.",Cereal,394.0,6.06,87.9,0.0,0.0,0.0,12.1,545.0
2638925,"CRISP RICE OVEN TOASTED RICE CEREAL, CRISP RICE","Meijer, Inc.",Cereal,385.0,7.69,87.2,0.0,0.0,0.0,10.3,538.0
2464557,"CRISPY EASY LIVING CEREAL OAT SQUARES, CRISPY OAT",Food Town Stores Inc.,Cereal,381.0,9.52,78.6,4.76,0.0,7.1,19.0,548.0
2249930,"CRISPY HEXAGONS CRISPY CORN & RICE CEREAL, CRISPY HEXAGONS",Nash Finch Company,Cereal,379.0,6.9,89.7,0.0,0.0,0.0,13.8,517.0
2008671,"CRISPY HEXAGONS CRISPY CORN & RICE CEREAL, CRISPY HEXAGONS","Weis Markets, Inc.",Cereal,379.0,6.9,89.7,0.0,0.0,0.0,13.8,517.0
2634390,"CRISPY RICE OVEN TOASTED RICE CEREAL, CRISPY RICE","Wegmans Food Markets, Inc. ",Cereal,390.0,7.32,87.8,1.22,0.0,0.0,9.76,585.0
2474156,"CRISPY, OVEN-TOASTED CORN FLAKES CEREAL, OVEN-TOASTED",Festive Finer Foods,Cereal,350.0,5.0,75.0,0.0,0.0,2.5,10.0,525.0
2497053,"CRUNCH BERRIES SWEETENED CORN & OAT CEREAL, CRUNCH BERRIES",The Quaker Oats Company,Cereal,405.0,5.41,86.5,4.05,1.35,2.7,43.2,730.0
2471761,"CRUNCH BERRIES SWEETENED CORN & OAT CEREAL, CRUNCH BERRIES",The Quaker Oats Company,Cereal,405.0,5.41,86.5,5.41,1.35,2.7,43.2,730.0
2470961,"CRUNCH BERRIES SWEETENED CORN & OAT CEREAL, CRUNCH BERRIES",The Quaker Oats Company,Cereal,405.0,5.41,86.5,5.41,1.35,2.7,43.2,730.0
2474321,"CRUNCH BERRIES SWEETENED CORN & OAT CEREAL, CRUNCH BERRIES",The Quaker Oats Company,Cereal,405.0,5.41,86.5,5.41,1.35,2.7,43.2,730.0
2125203,"CRUNCH BERRIES SWEETENED CORN & OAT CEREAL, CRUNCH BERRIES",The Quaker Oats Company,Cereal,405.0,5.41,86.5,5.41,1.35,2.7,43.2,730.0
2653414,"DELICIOUS HOT POWER CEREAL, MAQUI BERRY, COCONUT, ALMOND","Native State Foods, Inc.",Cereal,367.0,23.3,60.0,8.33,3.33,10.0,20.0,367.0
2141479,"DOUBLE CHOCOLATE CEREAL WITH CHOCOLATE FLAVORED CENTER, DOUBLE CHOCOLATE",The Kellogg Company ,Cereal,415.0,7.32,78.0,11.0,2.44,4.9,36.6,341.0
2252513,"DOUBLE CRUNCH BLEND OF CORN & RICE CEREAL, DOUBLE CRUNCH","Hy-Vee, Inc.",Cereal,385.0,7.69,87.2,0.0,0.0,2.6,15.4,513.0
1853602,"ESSENTIAL EVERYDAY, CRUNCHY OAT SQUARES CEREAL, CINNAMON, CINNAMON","Supervalu, Inc.",Cereal,375.0,9.38,81.2,3.12,0.0,6.2,25.0,422.0
732262,ESSENTIAL GOODNESS CRISPY TOASTED WHOLE GRAIN OAT CEREAL,MILLVILLE,Cereal,366.0,12.2,73.2,6.1,0.0,7.3,0.0,488.0
2240350,"EXTRA RAISINS WHEAT BRAN CEREAL WITH RAISINS, EXTRA RAISINS","Big Y Foods, Inc.",Cereal,333.0,6.67,78.3,1.67,0.0,10.0,31.7,467.0
2148381,"FANTASTIC FRUIT FLAVORED WITH GLITTERY SPARKLES CEREAL, FANTASTIC FRUIT",The Kellogg Company ,Cereal,385.0,5.13,89.7,2.56,0.0,5.1,38.5,513.0
2154507,"FANTASTIC FRUIT FLAVORED WITH GLITTERY SPARKLES CEREAL, FANTASTIC FRUIT",The Kellogg Company ,Cereal,385.0,5.13,89.7,2.56,0.0,5.1,38.5,513.0
2396253,"FARMERS MARKET MIX OAT-BASED CEREAL, FARMERS MARKET","Seven Sundays, LLC",Cereal,400.0,13.3,65.0,10.0,1.67,10.0,11.7,0.0
2025337,"FIBER BRAN TOASTED CORN AND WHEAT CEREAL, FIBER BRAN","Schnuck Markets, Inc.",Cereal,200.0,6.67,83.3,3.33,0.0,46.7,0.0,350.0
2033795,"FLAX + CHIA SPROUTED FLOURLESS FLAKE CEREAL, FLAX + CHIA",Food For Life Baking Co Inc,Cereal,364.0,12.7,74.6,2.73,0.0,10.9,10.9,382.0
1884856,"FOOD LION, TASTEEOS CEREAL, HONEY NUT, HONEY NUT",Food Town Stores Inc.,Cereal,393.0,7.14,78.6,5.36,0.0,7.1,32.1,500.0
1884056,"FOODTOWN, MAGIC STARS, SWEETENED OAT CEREAL, MARSHMALLOWS, MARSHMALLOWS","Foodtown, Inc.",Cereal,400.0,6.67,90.0,3.33,0.0,3.3,43.3,533.0
2448828,"FREEDOM CRUNCH SWEETENED CORN & OAT CEREAL, FREEDOM CRUNCH",The Quaker Oats Company,Cereal,406.0,3.12,87.5,4.69,1.56,3.1,43.8,625.0
2472937,"FROSTED BITE SIZE SHREDDED WHEAT CEREAL, SHREDDED WHEAT",Save Mart Supermarkets Inc.,Cereal,367.0,8.33,86.7,1.67,0.0,10.0,20.0,17.0
2474244,"FROSTED BITE SIZE SHREDDED WHEAT CEREAL, SHREDDED WHEAT",The Moran Group Incorporated,Cereal,350.0,8.33,83.3,1.67,0.0,10.0,20.0,8.0
1728268,"FROSTED CINNAMON VANILLA OAT CEREAL WITH MARSHMALLOWS, CINNAMON VANILLA","General Mills, Inc.",Cereal,407.0,7.41,81.5,3.7,0.0,3.7,37.0,630.0
1728269,"FROSTED CINNAMON VANILLA OAT CEREAL WITH MARSHMALLOWS, CINNAMON VANILLA","General Mills, Inc.",Cereal,407.0,7.41,81.5,3.7,0.0,3.7,37.0,630.0
2548971,"FROSTED CORN FLAKES ORGANIC CEREAL, FROSTED CORN FLAKES","United Natural Foods, Inc.",Cereal,375.0,5.0,90.0,0.0,0.0,2.5,27.5,212.0
2119740,"FROSTED CORN FLAKES ORGANIC CEREAL, FROSTED CORN FLAKES","Wal-Mart Stores, Inc.",Cereal,375.0,5.0,90.0,0.0,0.0,2.5,27.5,212.0
2643069,"FROSTED FLAKES SUGAR FROSTED FLAKES CEREAL, FROSTED FLAKES",Defense Commissary Agency,Cereal,350.0,5.0,82.5,0.0,0.0,0.0,35.0,375.0
2483233,"FROSTED FLAKES SWEETENED CORN FLAKES CEREAL, FROSTED FLAKES","Wegmans Food Markets, Inc. ",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2483988,"FROSTED FLAKES SWEETENED CORN FLAKES CEREAL, FROSTED FLAKES","Associated Wholesale Grocers, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2482034,"FROSTED FLAKES SWEETENED CORN FLAKES CEREAL, FROSTED FLAKES","Associated Wholesale Grocers, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2660016,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Meijer, Inc.",Cereal,379.0,3.45,89.7,0.0,0.0,3.4,34.5,397.0
2659773,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Meijer, Inc.",Cereal,387.0,3.23,90.3,0.0,0.0,0.0,38.7,452.0
2624097,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Wal-Mart Stores, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2626832,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Meijer, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2462579,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Winco Foods, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2572861,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Safeway, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
1074579,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES",MILLVILLE,Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2482947,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Wal-Mart Stores, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2627310,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Meijer, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2543217,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES",The Kroger Co.,Cereal,375.0,5.0,90.0,0.0,0.0,2.5,27.5,212.0
2659875,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Meijer, Inc.",Cereal,387.0,3.23,90.3,0.0,0.0,0.0,38.7,452.0
2472475,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES",Harris-Teeter Inc.,Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2482724,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES",Harris-Teeter Inc.,Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2464580,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Wegmans Food Markets, Inc. ",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
1868322,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES",The Kroger Co.,Cereal,367.0,6.67,90.0,0.0,0.0,3.3,26.7,217.0
2502821,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Winco Foods, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2675945,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Safeway, Inc.",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2534196,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Post Consumer Brands, LLC",Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2497358,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES",Family Dollar Stores Inc.,Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2019773,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES","Meijer, Inc.",Cereal,387.0,3.23,90.3,0.0,0.0,0.0,38.7,452.0
2657160,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES",Nash Finch Company,Cereal,350.0,5.0,82.5,0.0,0.0,0.0,35.0,375.0
2655346,"FROSTED FLAKES SWEETENED TOASTED CORN CEREAL, FROSTED FLAKES","Tops Markets, LLC",Cereal,350.0,5.0,82.5,0.0,0.0,0.0,35.0,375.0
2485357,"FROSTED FLAKES TOASTED, SWEETENED CORN CEREAL, FROSTED FLAKES",Hannaford Bros. Co.,Cereal,395.0,5.26,89.5,0.0,0.0,2.6,36.8,395.0
2655386,"FROSTED SHREDDED WHEAT SWEETENED CEREAL, FROSTED SHREDDED WHEAT","Associated Wholesale Grocers, Inc.",Cereal,367.0,8.33,86.7,1.67,0.0,10.0,20.0,17.0
2479411,"FROSTED WHEAT SHREDDED, SWEETENED WHEAT CEREAL, FROSTED WHEAT","Publix Super Markets, Inc.",Cereal,350.0,8.33,83.3,1.67,0.0,10.0,20.0,8.0
2661152,"FROSTED WHOLE GRAIN OAT CEREAL BITES WITH MARSHMALLOWS, MARSHMALLOWS",Target Stores,Cereal,381.0,7.14,83.3,3.57,0.0,4.8,40.5,667.0
2477742,"FROSTED WHOLE GRAIN OAT CEREAL WITH MARSHMALLOW SHAPES, MARSHMALLOW","Wegmans Food Markets, Inc. ",Cereal,381.0,7.14,83.3,3.57,0.0,4.8,40.5,667.0
2488206,"FROSTED WHOLE GRAIN OAT CEREAL WITH MARSHMALLOWS, MARSHMALLOW MAGIC","Safeway, Inc.",Cereal,381.0,7.14,83.3,3.57,0.0,4.8,40.5,667.0
2661154,"FROSTY FLAKES SWEETENED CORN FLAKE CEREAL, FROSTY FLAKES",Target Stores,Cereal,390.0,4.88,90.2,0.0,0.0,0.0,36.6,463.0
2131898,"FRUIT & SEED MUESLI HOT OR COLD CEREAL, FRUIT & SEED","Bob's Red Mill Natural Foods, Inc.",Cereal,406.0,12.5,65.6,10.9,3.12,9.4,9.38,0.0
2525597,"FRUIT CRUNCH'D SWEETENED CORN AND OAT PUFFED CEREAL, FRUIT","Post Consumer Brands, LLC",Cereal,389.0,2.78,86.1,4.17,0.0,2.8,33.3,583.0
2124919,"FRUIT FLAVOR SWEETENED MULTI-GRAIN CEREAL, FRUIT FLAVORS",The Kellogg Company ,Cereal,381.0,4.76,88.1,3.57,2.38,4.8,31.0,524.0
2460827,"FRUIT FLAVORS SWEETENED RICE CEREAL WITH MARSHMALLOWS, FRUIT WITH MARSHMALLOWS","Post Consumer Brands, LLC",Cereal,400.0,2.5,90.0,2.5,0.0,0.0,45.0,600.0
2468136,"FRUIT FLAVORS SWEETENED RICE CEREAL WITH MARSHMALLOWS, FRUIT WITH MARSHMALLOWS","Post Consumer Brands, LLC",Cereal,400.0,2.5,90.0,2.5,0.0,0.0,45.0,550.0
2454606,"FRUIT RINGS SWEETENED MULTI-GRAIN CEREAL, FRUIT RINGS",Smart & Final Iris Corporation,Cereal,379.0,3.45,86.2,3.45,0.0,10.3,37.9,466.0
2497945,"FRUIT SWEETENED MEGA MIX UPS MULTIGRAIN CEREAL, FRUIT",The Kellogg Company ,Cereal,359.0,5.13,84.6,3.85,1.28,7.7,33.3,513.0
2478679,"FRUIT WHIRLS FLAVORED SWEETENED MULTIGRAIN CEREAL, FRUIT WHIRLS","Associated Wholesale Grocers, Inc.",Cereal,375.0,5.0,87.5,0.0,0.0,2.5,47.5,250.0
2145697,"FRUIT WHIRLS SWEETENED MULTI-GRAIN CEREAL, FRUIT WHIRLS",Smart & Final Iris Corporation,Cereal,375.0,5.0,87.5,0.0,0.0,2.5,47.5,250.0
2217897,"FRUITY CRISPY RICE FLAVORED CEREAL, FRUITY CRISPY RICE","Small Planet Foods, Inc.",Cereal,415.0,4.88,87.8,4.88,0.0,0.0,26.8,183.0
2213595,"FRUITY DYNO-BITES CEREAL WITH MARSHMALLOWS, FRUITY DYNO-BITES","Post Consumer Brands, LLC",Cereal,379.0,3.45,89.7,1.72,0.0,0.0,44.8,552.0
2281754,"FRUITY DYNO-BITES FLAVORED CEREAL, FRUITY DYNO-BITES","Post Consumer Brands, LLC",Cereal,389.0,2.78,88.9,2.78,0.0,0.0,41.7,639.0
2460826,"FRUITY DYNO-BITES FLAVORED CEREAL, FRUITY DYNO-BITES","Post Consumer Brands, LLC",Cereal,389.0,2.78,88.9,2.78,0.0,0.0,41.7,639.0
2251218,"FRUITY JEWELS WHOLESOME SWEETENED RICE CEREAL, FRUITY JEWELS","Tops Markets, LLC",Cereal,400.0,3.33,90.0,0.0,0.0,0.0,36.7,467.0
2642612,"FUDGE BROWNIE SWEETENED CORN AND OAT CEREAL, FUDGE BROWNIE","Wal-Mart Stores, Inc.",Cereal,381.0,2.38,88.1,3.57,0.0,2.4,52.4,310.0
2088396,"GENERAL MILLS, CHEERIOS, MULTI GRAIN LIGHTLY SWEETENED CEREAL",Mas Sales Inc.,Cereal,379.0,6.9,82.8,3.45,0.0,10.3,20.7,414.0
1633798,"GENERAL MILLS, WHOLE GRAIN OAT CEREAL, HONEY, HONEY","General Mills, Inc.",Cereal,393.0,7.14,78.6,5.36,0.0,7.1,32.1,571.0
2265375,"GIANT, OVEN-TOASTED OAT SQUARES CEREAL, CINNAMON, CINNAMON","Ahold USA, Inc. ",Cereal,375.0,9.38,81.2,3.12,0.0,6.2,25.0,422.0
2302699,GLUTEN FREE MUESLI EUROPEAN STYLE HOT OR COLD CEREAL,"Bob's Red Mill Natural Foods, Inc.",Cereal,400.0,11.7,75.0,10.0,2.5,8.3,13.3,17.0
2409817,"GLUTEN-FREE APPLE CINNAMON PROTEIN CEREAL, APPLE CINNAMON","Kay's Naturals, Inc.",Cereal,353.0,35.3,55.9,4.41,0.0,11.8,8.82,441.0
2409822,"GLUTEN-FREE HONEY ALMOND PROTEIN CEREAL, HONEY ALMOND","Kay's Naturals, Inc.",Cereal,353.0,35.3,52.9,4.41,0.0,11.8,8.82,471.0
2473514,"GOLDEN HONEY SWEETENED PUFFED WHEAT CEREAL, GOLDEN HONEY","Giant Eagle, Inc.",Cereal,395.0,5.26,89.5,1.32,0.0,0.0,55.3,224.0
2473070,"GOLDEN HONEY SWEETENED WHEAT CEREAL PUFFS, GOLDEN HONEY",Family Dollar Stores Inc.,Cereal,395.0,5.26,89.5,1.32,0.0,0.0,55.3,224.0
1951791,"GRANOLA CEREAL OLD-FASHIONED ROLLED OATS, VANILLA ALMOND",Food Town Stores Inc.,Cereal,431.0,8.62,62.1,15.5,1.72,6.9,20.7,147.0
2141900,"HALLOWEEN CRUNCH SWEETENED CORN & OAT CEREAL, HALLOWEEN CRUNCH",The Quaker Oats Company,Cereal,385.0,3.85,84.6,5.77,1.92,3.8,42.3,731.0
2125201,"HALLOWEEN CRUNCH SWEETENED CORN & OAT CEREAL, HALLOWEEN CRUNCH",The Quaker Oats Company,Cereal,410.0,5.13,84.6,5.13,1.28,2.6,43.6,718.0
2156482,"HALLOWEEN CRUNCH SWEETENED CORN & OAT CEREAL, HALLOWEEN CRUNCH",The Quaker Oats Company,Cereal,410.0,5.13,84.6,5.13,1.28,2.6,43.6,718.0
2008636,"HARRIS TEETER, TOASTED MULTIGRAIN CEREAL WITH HONEY OAT CLUSTERS",Harris-Teeter Inc.,Cereal,375.0,6.25,84.4,3.12,0.0,6.2,18.8,422.0
2017934,"HODGSON MILL, MULTI GRAIN WITH QUINOA & FLAX HOT CEREAL",Hodgson Mill Inc,Cereal,350.0,15.0,65.0,7.5,1.25,15.0,2.5,0.0
2125213,"HOMERUN CRUNCH SWEETENED CORN & OAT CEREAL, HOMERUN CRUNCH",The Quaker Oats Company,Cereal,385.0,3.85,84.6,5.77,1.92,3.8,42.3,731.0
2524428,"HONEY CRUNCH & OATS ORGANIC CEREAL, HONEY CRUNCH & OATS","Wal-Mart Stores, Inc.",Cereal,375.0,7.5,82.5,3.75,0.0,5.0,17.5,350.0
2634275,"HONEY CRUNCH SWEETENED CORN & OAT CEREAL, HONEY CRUNCH","Hy-Vee, Inc.",Cereal,400.0,5.0,87.5,2.5,0.0,2.5,32.5,475.0
2673036,HONEY GRAHAM SQUARES & COCOA CORN PUFF CEREAL WITH MARSHMALLOWS,"Post Consumer Brands, LLC",Cereal,400.0,3.33,80.0,8.33,1.67,3.3,40.0,700.0
2473505,"HONEY NUT FLAVORED TOASTED OATS CEREAL, HONEY NUT",Lantev Distributing Inc.,Cereal,390.0,7.32,80.5,4.88,0.0,4.9,29.3,683.0
2267259,"HONEY NUT HOOPS FLAVORED CEREAL, HONEY NUT HOOPS","Post Consumer Brands, LLC",Cereal,439.0,39.0,31.7,19.5,2.44,7.3,4.88,488.0
2279446,"HONEY NUT O'S FLAVORED CEREAL, HONEY NUT O'S","Small Planet Foods, Inc.",Cereal,372.0,9.3,81.4,3.49,0.0,7.0,25.6,581.0
2504913,"HONEY NUT O'S ORGANIC CEREAL, HONEY NUT O'S","Wal-Mart Stores, Inc.",Cereal,393.0,7.14,82.1,3.57,0.0,7.1,32.1,571.0
2472936,"HONEY NUT SWEETENED TOASTED OAT CEREAL, HONEY NUT",Save Mart Supermarkets Inc.,Cereal,375.0,7.5,80.0,3.75,0.0,7.5,32.5,525.0
2633343,"HONEY NUT TOASTED OATS CEREAL, HONEY TOASTED OATS","Supervalu, Inc.",Cereal,378.0,8.11,81.1,5.41,0.0,5.4,32.4,514.0
2265927,"HONEY O RINGS ORGANIC CEREAL, HONEY O RINGS",Rafael Padilla & Cia S. En C.,Cereal,385.0,5.13,87.2,0.0,0.0,2.6,18.0,128.0
2620285,"HONEY OAT CLUSTERS MULTIGRAIN CEREAL, HONEY OAT CLUSTERS",Wakefern Food Corporation,Cereal,385.0,7.69,84.6,3.85,0.0,5.1,18.0,359.0
2608532,"HONEY PEANUT BUTTER SUPERFOOD CEREAL, HONEY PEANUT BUTTER",Purely Elizabeth ,Cereal,418.0,9.09,63.6,14.6,7.27,10.9,12.7,173.0
2472940,"HONEY PUFFED WHEAT SWEETENED CEREAL, HONEY PUFFED WHEAT",Save Mart Supermarkets Inc.,Cereal,381.0,7.14,90.5,0.0,0.0,4.8,50.0,262.0
2478682,"HONEY PUFFS SWEETENED OAT & CORN CEREAL, HONEY PUFFS","Associated Wholesale Grocers, Inc.",Cereal,400.0,7.5,87.5,2.5,0.0,2.5,30.0,450.0
2652438,"HONEY ROASTED SWEETENED CEREAL WITH OATS & HONEY, HONEY ROASTED","Post Consumer Brands, LLC",Cereal,390.0,7.32,82.9,4.88,0.0,4.9,22.0,463.0
2572151,"HOT COCOA SWEETENED CORN CEREAL WITH MARSHMALLOWS, HOT COCOA","General Mills, Inc.",Cereal,378.0,5.41,86.5,4.05,0.0,2.7,32.4,486.0
2551844,"HOT COCOA SWEETENED CORN CEREAL WITH MARSHMALLOWS, HOT COCOA","General Mills, Inc.",Cereal,378.0,5.41,86.5,4.05,0.0,2.7,32.4,486.0
1923023,"INSTANT HOT CEREAL, MAPLE BROWN SUGAR WITH REAL WALNUTS","B&G Foods North America, Inc. ",Cereal,371.0,5.71,80.0,2.86,0.0,2.9,28.6,386.0
2595866,"KELLOGG'S CEREAL VARIETY PACK, 10 COUNT, 10.94 OZ",The Kellogg Company ,Cereal,348.0,4.35,82.6,0.0,0.0,4.3,8.7,739.0
2595963,"KELLOGG'S CORN FLAKES CEREAL GIANT SIZE, 24 OZ ",The Kellogg Company ,Cereal,357.0,7.14,85.7,0.0,0.0,2.4,9.52,714.0
2595975,"KELLOGG'S FROOT LOOPS JUMBO SNAX CEREAL, 6 OZ",The Kellogg Company ,Cereal,375.0,5.0,90.0,3.75,1.25,10.0,37.5,475.0
2631557,"KELLOGG'S FUN PAK CEREAL, 8 COUNT, 8.56 OZ",The Kellogg Company ,Cereal,370.0,3.7,88.9,3.7,1.85,3.7,33.3,519.0
2559806,"KELLOGG'S FUN PAK CEREALS, 8 COUNT, 8.56 OZ",The Kellogg Company ,Cereal,370.0,3.7,88.9,3.7,1.85,3.7,33.3,519.0
2607533,"KETO FRIENDLY CHOCOLATE BANANA FLAVORED CEREAL, CHOCOLATE; BANANA",Catalina Snacks Inc.,Cereal,306.0,30.6,38.9,16.7,2.78,25.0,0.0,347.0
2607532,"KETO FRIENDLY HONEY GRAHAM FLAVORED CEREAL, HONEY; GRAHAM",Catalina Snacks Inc.,Cereal,306.0,30.6,38.9,13.9,11.1,25.0,0.0,306.0
2585116,"KETO FRIENDLY HONEY NUT HOOPS CEREAL, HONEY; NUT","Post Consumer Brands, LLC",Cereal,439.0,39.0,31.7,19.5,2.44,7.3,4.88,488.0
2604750,"KETO FRIENDLY TRIPLE BERRY BLAST FLAVORED CEREAL, BERRY",Catalina Snacks Inc.,Cereal,306.0,30.6,38.9,13.9,1.39,25.0,0.0,306.0
2614510,"KETO FRIENDLY VANILLA ALMOND CRUNCH CEREAL, VANILLA; ALMOND","General Mills, Inc.",Cereal,359.0,25.6,48.7,18.0,2.56,7.7,7.69,590.0
2677611,"KETTLE CORN SWEETENED CORN AND OAT CEREAL, KETTLE CORN","Wal-Mart Stores, Inc.",Cereal,375.0,3.12,84.4,3.12,0.0,3.1,40.6,1030.0
2010135,"KEY FOOD, FROSTED SHREDDED WHEAT BITE SIZE CEREAL","Key Food Stores Co-Operative, Inc.",Cereal,385.0,7.69,80.8,1.92,0.0,9.6,21.2,0.0
2053775,"KROGER, LIVING WELL, MULTI-GRAIN CEREAL, CINNAMON, CINNAMON",The Kroger Co.,Cereal,375.0,9.38,81.2,3.12,0.0,6.2,25.0,422.0
1868327,"KROGER, SHREDDED WHEAT CEREAL, CHOCOLATE FROSTED, CHOCOLATE FROSTED",The Kroger Co.,Cereal,382.0,9.09,81.8,3.64,0.91,9.1,23.6,18.0
1727867,"LIGHTLY SWEETENED FLAKES WITH HONEY CLUSTERS CEREAL, HONEY CLUSTERS","General Mills, Inc.",Cereal,315.0,7.41,83.3,2.78,0.0,18.5,18.5,370.0
1914150,"LIGHTLY SWEETENED WHOLE GRAIN CEREAL, MAPLE BROWN SUGAR",The Kellogg Company ,Cereal,345.0,9.09,85.4,1.82,0.0,10.9,21.8,0.0
1864218,"LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL, STRAWBERRY CREAM","Post Consumer Brands, LLC",Cereal,345.0,9.09,81.8,1.82,0.0,10.9,20.0,18.0
