AE1,AE2,AE3,fdc_id,description
3.4721913,3.4846852,3.5611017,1864217,"CEREAL, STRAWBERRY CREAM"
3.4721913,3.4846852,3.5611017,2027304,"CEREAL, STRAWBERRY CREAM"
5.828895,8.632829,5.1989517,2655919,"CEREAL, TOOTIE FRUITIES"
4.6412725,2.8124201,6.7542233,2175107,"CEREAL, VANILLA ALMOND"
4.131846,5.6047354,4.0637183,2142551,"CEREALS WITH BANANAS, BANANAS"
3.1194034,3.281705,3.2725675,2628963,"CEREALS, SWEETENED WHEATFULS"
1.9192998,2.4247801,2.0192885,2739175,Cheerios Breakfast Cereal
2.0398846,2.514103,2.109269,2746631,Cheerios Breakfast Cereal
2.2186959,2.8501058,2.18134,2739019,Cheerios Cereal Bowlpak
2.0398846,2.514103,2.109269,2739365,Cheerios Cereal Pouch
2.0398846,2.514103,2.109269,2516993,Cheerios Cereal Singlepak
4.7473183,5.8735914,4.682348,2579525,CHOCO PUFFS CEREAL
5.9804535,9.232295,5.452039,1824645,"CHOCOLATE CEREAL, CHOCOLATE"
2.2070603,1.8634956,5.8595767,2667716,"CHOCOLATE CEREAL, CHOCOLATE"
3.7708151,6.8350143,4.110437,2614517,"CHOCOLATE CEREAL, CHOCOLATE"
5.3534217,4.4651976,7.550548,2509068,"CHOCOLATE CEREAL, CHOCOLATE"
3.7795691,5.52935,3.4407327,2752073,Chocolate Cheerios Cereal
3.7795691,5.52935,3.4407327,2746609,Chocolate Cheerios Cereal
3.7795691,5.52935,3.4407327,2741460,Chocolate Cheerios Cereal
3.6353402,5.317467,3.3041663,757652,Chocolate Cheerios Cereal
3.6353402,5.317467,3.3041663,760208,Chocolate Cheerios Cereal
4.4557977,7.274208,4.067434,768774,Chocolate Chex Cereal
4.6753674,6.791914,4.2330737,2611305,"CHOCOLATEY CEREAL, CHOCOLATE"
4.858379,7.03332,3.9653375,2595996,"CINNAMON CEREAL, CINNAMON"
2.7039263,2.9516747,2.2692611,2567825,"CINNAMON CEREAL, CINNAMON"
5.3476458,7.577122,4.569854,2146865,"CINNAMON CEREAL, CINNAMON"
3.8492138,5.5907793,3.7496624,2716626,Cinnamon Cheerios Cereal
4.497711,7.087717,3.996805,757560,Cinnamon Chex Cereal
4.175614,6.521877,3.731163,2754908,Cinnamon Chex Cereal
4.3585925,7.1543775,4.017439,758976,Cinnamon Chex Cereal
4.497711,7.087717,3.996805,768776,Cinnamon Chex Cereal
3.560864,4.874961,3.4065711,2528189,CINNAMON MULTIGRAIN CEREAL
5.638281,8.796138,4.8580956,2651804,"COCOA CEREAL, COCOA"
3.8256705,4.081519,4.092662,2584204,COCOA CRUNCH CEREAL
6.0143404,8.915157,5.5097775,574783,COCOA CRUNCHIES CEREAL
4.6291785,6.6689377,4.404946,2682296,Cocoa Puffs Cereal
4.5832205,6.60312,4.2713184,2746540,Cocoa Puffs Cereal
4.990492,7.1645904,4.6555915,2233969,Cocoa Puffs Cereal
4.550456,6.452282,4.225547,2234071,Cocoa Puffs Cereal
4.624821,6.661214,4.40039,2720693,Cocoa Puffs Cereal
4.647023,6.6575923,4.365178,2692394,Cocoa Puffs Cereal
4.651367,6.6263785,4.368205,2739154,Cocoa Puffs Cereal
4.642641,6.650164,4.3609033,2739265,Cocoa Puffs Cereal
4.642641,6.650164,4.3609033,2739291,Cocoa Puffs Cereal
4.642641,6.650164,4.3609033,2739316,Cocoa Puffs Cereal
4.6402636,6.6336823,4.3195443,2746521,Cocoa Puffs Cereal
4.5269294,6.2750707,4.2339296,2613195,Cocoa Puffs Cereal
4.7525764,7.1069827,4.1312213,2745295,Cookie Crisp Cereal
4.869592,7.261164,4.2940383,2738685,Cookie Crisp Cereal
4.7525764,7.1069827,4.1312213,2746520,Cookie Crisp Cereal
4.860927,7.179812,4.2392716,2233853,Cookie Crisp Cereal
4.8520966,7.2372355,4.2673664,2739294,Cookie Crisp Cereal
4.955356,8.1195135,5.93528,2595994,CORN BARS CEREAL
4.197387,6.2731075,3.2252786,2112079,CORN BISCUITS CEREAL
5.2329297,7.360284,4.38646,2497970,"CORN CEREAL, CORN"
5.8801055,8.235648,5.309755,2595957,"CORN CEREAL, CORN"
5.3600807,7.653071,4.5425873,2160480,"CORN CEREAL, CORN"
3.7728531,5.718175,2.9508703,2746529,Corn Chex Cereal
4.185599,6.2963977,3.1116326,1944652,CORN FLAKES CEREAL
4.1294985,5.7933993,3.3672276,2473748,CORN FLAKES CEREAL
4.025289,5.7306085,3.1167345,2056097,CORN FLAKES CEREAL
4.1294985,5.7933993,3.3672276,2472822,CORN FLAKES CEREAL
3.8986557,5.248723,3.1544852,2008194,CORN FLAKES CEREAL
4.204928,6.2547345,3.134235,2491020,CORN FLAKES CEREAL
3.8986557,5.248723,3.1544852,2012069,CORN FLAKES CEREAL
3.8986557,5.248723,3.1544852,2012070,CORN FLAKES CEREAL
4.021685,5.798785,3.2952714,2058479,CORN FLAKES CEREALES
4.926633,7.472211,4.4769254,2614431,CORN PUFFS CEREAL
3.5467412,3.2172623,4.049469,2015813,CORN PUFFS CEREAL
4.204928,6.2547345,3.134235,1885998,CORN SQUARES CEREAL
4.7616477,7.069589,4.652232,2596004,COSMIC BROWNIES CEREAL
4.170028,5.2568245,3.7414489,2595892,"CRANBERRIES CEREAL, CRANBERRIES"
4.144269,6.376933,4.0705786,2121437,CRANBERRY ALMOND CEREAL
2.1823943,1.8315924,2.2156568,2013853,"CRANBERRY CEREAL, CRANBERRY"
4.3744764,4.2226753,4.897937,2112419,CREAMY WHEAT CEREAL
3.7758796,9.019536,6.5712714,1002455,CRISPY CEREAL STICK
4.6199436,6.692006,3.8681467,2112071,CRISPY RICE CEREAL
4.6199436,6.692006,3.8681467,2033781,CRISPY RICE CEREAL
3.6809132,4.881884,3.2701523,2015798,CRUNCHY MAPLE CEREAL
2.9576492,3.639112,2.9131405,2473629,CRUNCHY OAT CEREAL
2.9531465,3.637881,4.7994595,2061950,DETOXIFYING HOT CEREAL
3.4506772,4.7555423,3.9172127,1898072,FALL HARVEST CEREAL
0.9869043,0.0,0.69020694,2746509,Fiber One Cereal
3.3070848,4.925809,3.7206583,1886739,FLAKE & GRANOLA CEREAL
3.593285,4.3703303,3.584236,2008206,FLAKES & CLUSTERS CEREAL
5.539666,7.8810797,4.7039843,1968401,FLAKES OF CORN CEREAL
2.6367085,3.4989743,2.388041,370652,FLAX PLUS CEREAL
4.5643287,4.9073954,4.4265947,2465437,FORTIFIED CORNSTARCH CEREAL
4.558404,6.7242556,4.116031,2469129,"FROSTED CEREAL, FROSTED"
