Energy,Protein,"Carbohydrate, by difference",Total lipid (fat),"Fatty acids, total saturated","Fiber, total dietary",Total Sugars,"Sodium, Na",fdc_id,description
-0.5963946768812471,-0.6117592642432095,1.1465872479847865,-1.0827143663628291,-0.6032275950108583,-0.8811065888607624,0.6672913832618109,0.7526581746597295,2642006,CEREAL
-0.17707158249229987,-0.3588886901343459,0.9610575205123332,-1.0827143663628291,-0.6032275950108583,-1.4779202504321471,-1.0099257344310761,1.0453584173472898,2107531,CEREAL
0.03258996470217374,0.28601612974060814,0.04577753164822991,-0.45985233757449856,-0.6032275950108583,0.8872301861655625,-1.7916151603241413,0.6957442385815928,1952060,CEREAL
0.13742073829941057,-0.964759797227395,0.991979141757742,-0.6957497104178402,-0.6032275950108583,-0.7484813307337882,0.993627745527848,0.829898516480058,1889809,CEREAL
-0.4915639032840103,-0.5693313155672257,0.8806613052742702,-0.863085777853511,-0.6032275950108583,0.1798954761550326,1.0695199227990195,0.27295499914400556,2140770,CEREAL
0.24225151189664737,-0.9019664331869389,1.1280342752375414,-0.6527536375350635,-0.6032275950108583,-1.4779202504321471,1.2971964546125334,1.2242307878785768,1864038,CEREAL
-1.0306935960697996,-0.09244117244916737,0.5590764443220174,-0.8863268983306876,-0.6032275950108583,1.1524807024195116,0.3940795450855941,0.04123397368302026,2142860,CEREAL
-1.0306935960697996,-0.09244117244916737,0.5590764443220174,-0.8863268983306876,-0.6032275950108583,1.1524807024195116,0.3940795450855941,0.04123397368302026,2171100,CEREAL
-0.5963946768812471,-0.6117592642432095,1.1465872479847865,-1.0827143663628291,-0.6032275950108583,-0.8811065888607624,0.6672913832618109,0.7526581746597295,2175559,CEREAL
-0.17707158249229987,-0.9443943818629227,1.1775088692301954,-1.0827143663628291,-0.6032275950108583,-0.7263771210459591,0.8266649555312708,0.7648540181050446,2175879,CEREAL
-1.8543639600480888,0.16721787344785355,0.5776294170692626,-0.6957497104178402,-0.6032275950108583,8.093202544397837,-0.27377161490071394,0.42337040163622414,2015814,CEREAL
1.5151966198630944,0.4217855655037565,-0.312913274798514,1.206536000639057,0.036703731234080224,0.6882922989751012,-0.668410936710805,-0.27179267474673185,702664,CEREAL
0.13742073829941057,-0.964759797227395,0.991979141757742,-0.5016863544334162,-0.6032275950108583,-0.7484813307337882,0.993627745527848,0.9681180755269615,2477341,CEREAL
0.13742073829941057,-0.964759797227395,1.1960618419774405,-0.6957497104178402,-0.6032275950108583,-1.4779202504321471,2.002993703234427,0.6957442385815928,2476995,CEREAL
-0.057264984095457806,-0.4352589977511168,0.8188180627834524,-0.7073702706564283,-0.6032275950108583,-0.04114662072325804,0.4092579805398283,1.8096312732536977,1635920,CEREAL
-0.057264984095457806,-0.4352589977511168,0.8188180627834524,-0.7073702706564283,-0.6032275950108583,-0.04114662072325804,0.4092579805398283,1.8096312732536977,1635964,CEREAL
-0.17707158249229987,-0.9443943818629227,1.1775088692301954,-1.0827143663628291,-0.6032275950108583,-0.7263771210459591,0.8266649555312708,0.7648540181050446,1663505,CEREAL
-0.17707158249229987,-0.9443943818629227,0.9610575205123332,-0.6818050381315343,-0.6032275950108583,0.7988133474142466,1.0846983582532534,0.5575246795346893,2025357,CEREAL
-1.0306935960697996,-0.09244117244916737,0.45394293208762704,-0.8863268983306876,-0.6032275950108583,1.1524807024195116,0.3940795450855941,0.11034375320647202,2070798,CEREAL
0.7065020806844103,-1.0003992741152214,0.4601272563367084,0.007294184016749351,1.428424298474089,-0.7926897501094462,1.2896072368854163,1.3299280977379737,2511629,CEREAL
-0.027313334496247288,-0.5863024950376193,0.9548731962632508,-0.5981370044136988,-0.6032275950108583,-0.24008450791371969,0.735594342805865,0.35832590326121067,2617421,CEREAL
-0.027313334496247288,-0.5863024950376193,0.9548731962632508,-0.5981370044136988,-0.6032275950108583,-0.24008450791371969,0.735594342805865,0.35832590326121067,2617422,CEREAL
0.7065020806844103,-0.4692013566919039,0.26841320461517365,0.3698556634607028,1.0226141891480303,-0.5495434435433265,0.735594342805865,-0.40594695264519703,453840,CEREAL
-0.027313334496247288,-0.11620082370771842,0.6147353625637529,-0.5981370044136988,-0.6032275950108583,-0.24008450791371969,0.735594342805865,0.46808849426904586,2467907,CEREAL
-0.17707158249229987,-0.9443943818629227,0.9610575205123332,-0.6818050381315343,-0.6032275950108583,0.7988133474142466,1.0846983582532534,0.5575246795346893,1939929,CEREAL
-0.6113705016808524,-0.3979224029162511,0.8868456295233516,-0.7922003603981227,-0.6032275950108583,0.3567291536576653,0.8646110441668565,-0.18642177062952672,2171191,CEREAL
