fdc_id,description,brand_owner,serving_size,serving_size_unit,food_category,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy,Total Sugars,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn",Vitamin D (D2 + D3),"Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total",Vitamin B-12,Folic acid,"Sugars, added",Cholesterol,"Fatty acids, total trans","Fatty acids, total saturated","Vitamin A, RAE","Vitamin A, IU",Pantothenic acid,"Vitamin D (D2 + D3), International Units","Copper, Cu","Manganese, Mn","Selenium, Se","Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fiber, soluble","Carbohydrate, other","Fiber, insoluble",Total sugar alcohols,"Iodine, I",Vitamin D3 (cholecalciferol),Biotin,Vitamin K (phylloquinone),Vitamin E,"Folate, DFE",Ash,Water,Vitamin E (label entry primarily),"Chlorine, Cl","Chromium, Cr","Molybdenum, Mo",Starch,Vitamin E (alpha-tocopherol),"Sugars, Total","Alcohol, ethyl","Choline, total",Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,"Sugars, intrinsic"
2450917,SWEETEND CORN & OAT CEREAL,The Quaker Oats Company,38.0,g,Cereal,5.26,5.26,86.8,395.0,44.7,2.6,0.0,19.7,,,132.0,763.0,,,,1.0,0.789,12.6,1.05,,,353.0,44.7,0.0,0.0,1.32,,,,0.0,,,,1.32,0.0,,,,,,,,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937402,SWEETENED CEREAL WITH APPLE & CINNAMON,Dos Ninas Inc.,42.0,g,Cereal,4.76,3.57,88.1,381.0,35.7,11.9,0.0,15.0,,,,524.0,5.36,,50.0,1.0,1.42,16.7,1.67,,5.0,,,0.0,0.0,2.38,,1790.0,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912509,SWEETENED CEREAL WITH APPLE & CINNAMON,The Kellogg Company ,28.0,g,Cereal,3.57,3.57,89.3,357.0,35.7,10.7,0.0,16.1,,,125.0,536.0,5.36,,53.6,1.0,1.52,17.9,1.79,,5.36,,,0.0,0.0,1.79,,1790.0,,143.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091454,"SWEETENED CEREAL WITH MARSHMALLOWS, MARSHMALLOWS",The Kellogg Company ,32.0,g,Cereal,6.25,3.12,84.4,375.0,31.2,9.4,0.0,14.1,,,172.0,469.0,4.69,,46.9,1.0,1.33,15.6,1.56,,4.69,,,0.0,0.0,0.0,,1560.0,,125.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055072,SWEETENED CORN & OAT CEREAL,Family Dollar Stores Inc.,34.0,g,Cereal,5.88,2.94,88.2,382.0,41.2,0.0,0.0,13.2,,,147.0,676.0,,,17.6,1.0,1.25,14.7,1.47,,,,,0.0,0.0,0.0,,1470.0,,118.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561751,SWEETENED CORN & OAT CEREAL,"Tops Markets, LLC",34.0,g,Cereal,5.88,2.94,88.2,382.0,41.2,0.0,0.0,13.2,,,,676.0,,,17.6,1.0,1.25,14.7,1.47,,,,,0.0,0.0,0.0,,1470.0,,118.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864012,SWEETENED CORN & OAT CEREAL,"Post Consumer Brands, LLC",30.0,g,Cereal,3.33,5.0,86.7,400.0,43.3,3.3,0.0,30.0,,,117.0,633.0,12.5,,20.0,1.0,1.42,16.7,1.67,667.0,5.0,,,0.0,0.0,0.0,,1670.0,,133.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647,SWEETENED CORN & OAT CEREAL,The Quaker Oats Company,38.0,g,Cereal,5.26,5.26,86.8,395.0,42.1,2.6,0.0,21.0,,,132.0,763.0,,,,1.0,0.868,12.6,1.34,,,371.0,42.1,0.0,0.0,1.32,,,,0.0,,,,1.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288765,SWEETENED CORN & OAT CEREAL,"Post Consumer Brands, LLC",29.0,g,Cereal,3.45,1.72,89.7,379.0,37.9,3.4,0.0,31.0,28.0,69.0,121.0,759.0,12.9,,20.7,1.0,1.47,17.2,1.72,690.0,5.17,,,0.0,0.0,0.0,,1720.0,,138.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864008,SWEETENED CORN & OAT CEREAL,"Post Consumer Brands, LLC",30.0,g,Cereal,3.33,5.0,86.7,400.0,43.3,3.3,0.0,30.0,,,117.0,800.0,12.5,,20.0,1.0,1.42,16.7,1.67,667.0,5.0,,,0.0,0.0,1.67,,1670.0,,133.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864016,SWEETENED CORN & OAT CEREAL,"Post Consumer Brands, LLC",29.0,g,Cereal,3.45,1.72,89.7,379.0,37.9,3.4,0.0,31.0,28.0,69.0,121.0,759.0,12.9,,20.7,1.0,1.47,17.2,1.72,690.0,5.17,,,0.0,0.0,0.0,,1720.0,,138.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573773,SWEETENED CORN & OAT CEREAL,The Quaker Oats Company,38.0,GRM,Cereal,5.26,3.95,86.8,395.0,44.7,2.6,0.0,22.1,,,184.0,632.0,,0.0,,1.0,0.868,12.6,1.34,,,387.0,44.7,0.0,0.0,1.32,,,,,,,,1.32,0.0,,,,,,,,,,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525596,SWEETENED CORN & OAT CEREAL,"Post Consumer Brands, LLC",40.0,MG,Cereal,5.0,2.5,87.5,400.0,32.5,2.5,0.0,6.75,,100.0,125.0,475.0,7.5,,,2.0,1.91,22.5,2.25,600.0,15.0,600.0,30.0,0.0,0.0,0.0,,4380.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288768,SWEETENED CORN & OAT CEREAL,"Post Consumer Brands, LLC",30.0,g,Cereal,3.33,5.0,86.7,400.0,43.3,3.3,0.0,30.0,,,117.0,800.0,12.5,,20.0,1.0,1.42,16.7,1.67,667.0,5.0,,,0.0,0.0,1.67,,1670.0,,133.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487660,SWEETENED CORN & OAT CEREAL,The Quaker Oats Company,38.0,g,Cereal,5.26,5.26,,395.0,42.1,2.6,0.0,21.0,,,132.0,763.0,,,,1.0,0.868,12.6,1.34,,,371.0,42.1,0.0,0.0,1.32,,,,0.0,,,,1.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528170,SWEETENED CORN & OAT CEREAL,,38.0,GRM,Cereal,5.26,3.95,86.8,395.0,44.7,2.6,0.0,22.1,,,184.0,632.0,,,,1.0,0.789,12.6,1.32,632.0,,387.0,44.7,0.0,0.0,1.32,,,,0.0,,,,1.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497052,SWEETENED CORN & OAT CEREAL,The Quaker Oats Company,38.0,GRM,Cereal,5.26,5.26,86.8,395.0,42.1,2.6,0.0,21.0,,,132.0,763.0,,,,1.0,0.868,12.6,1.34,379.0,,371.0,42.1,0.0,0.0,1.32,,,,0.0,,,,1.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477313,SWEETENED CORN & OAT CEREAL,The Moran Group Incorporated,40.0,g,Cereal,5.0,2.5,87.5,400.0,32.5,2.5,25.0,15.8,,100.0,100.0,550.0,5.62,,,2.0,,7.5,0.75,45.0,,50.0,32.5,0.0,0.0,0.0,,,1.25,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586593,SWEETENED CORN AND OAT CEREAL,DIPPIN' DOTS,32.0,g,Cereal,6.25,4.69,84.4,375.0,31.2,6.2,312.0,14.1,50.0,188.0,203.0,391.0,11.7,,18.8,1.0,1.33,15.6,1.56,,4.69,,,0.0,0.0,1.56,,1560.0,,125.0,,,,0.0,0.0,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118563,SWEETENED CORN AND OAT CEREAL,"Iga, Inc.",29.0,g,Cereal,3.45,1.72,89.7,379.0,37.9,3.4,0.0,9.31,,,138.0,759.0,5.17,,0.0,1.0,1.47,17.2,1.72,,5.17,,,0.0,0.0,0.0,,2590.0,,138.0,,,,0.0,0.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464165,SWEETENED CORN AND OAT CEREAL,Heartland Fish Cooperative,40.0,g,Cereal,5.0,1.25,90.0,400.0,42.5,2.5,0.0,16.0,,,75.0,700.0,,,22.5,1.0,1.5,17.8,1.75,,,212.0,42.5,0.0,0.0,0.0,,,,140.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636098,SWEETENED CORN AND RICE CEREAL,"General Mills, Inc.",28.0,g,Cereal,7.14,7.14,82.1,429.0,25.0,3.6,893.0,16.1,,,,179.0,13.4,,21.4,1.0,1.52,17.9,1.79,,5.36,,,0.0,0.0,1.79,,1790.0,,143.0,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124828,SWEETENED CORN CEREAL IN A CUP,The Kellogg Company ,42.0,g,Cereal,4.76,0.0,90.5,381.0,38.1,0.0,0.0,11.2,,,95.0,405.0,,,,1.0,0.81,9.52,0.952,,2.86,119.0,38.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897764,SWEETENED FLAKES OF CORN CEREAL,"Post Consumer Brands, LLC",31.0,g,Cereal,6.45,0.0,90.3,387.0,38.7,3.2,0.0,14.5,,,65.0,581.0,,,48.4,2.0,2.74,32.3,3.23,,4.84,,,0.0,0.0,0.0,,2420.0,,129.0,,,,0.0,0.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864094,SWEETENED FLAKES OF CORN CEREAL,"Post Consumer Brands, LLC",31.0,g,Cereal,3.23,0.0,90.3,387.0,38.7,0.0,0.0,11.6,,,81.0,452.0,,,19.4,1.0,1.37,16.1,1.61,323.0,4.84,,,0.0,0.0,0.0,,1610.0,,129.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864284,SWEETENED FLAKES OF CORN CEREAL,"Post Consumer Brands, LLC",31.0,g,Cereal,3.23,0.0,90.3,387.0,38.7,0.0,0.0,11.6,,,81.0,452.0,,,19.4,1.0,1.37,16.1,1.61,323.0,4.84,,,0.0,0.0,0.0,,1610.0,,129.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621913,SWEETENED FLAKES OF CORN CEREAL,"Post Consumer Brands, LLC",31.0,GRM,Cereal,3.23,0.0,90.3,387.0,38.7,0.0,0.0,11.6,,,81.0,452.0,,5.0,19.4,1.0,1.37,16.1,1.61,323.0,4.84,,,0.0,0.0,0.0,290.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588590,SWEETENED FROSTED RICE CEREAL,The Kellogg Company ,40.0,GRM,Cereal,5.0,0.0,90.0,375.0,27.5,0.0,0.0,18.0,,,50.0,400.0,,5.0,,,,,,,,175.0,27.5,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163607,SWEETENED MULTI-GRAIN CEREAL,The Kellogg Company ,38.0,g,Cereal,5.26,3.95,86.8,395.0,29.0,5.3,0.0,6.32,,,158.0,579.0,,,15.8,0.0,0.447,5.26,0.526,,1.58,79.0,28.9,0.0,0.0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488667,SWEETENED MULTI-GRAIN CEREAL,The Moran Group Incorporated,42.0,g,Cereal,4.76,3.57,85.7,405.0,45.2,2.4,381.0,12.9,,95.0,95.0,452.0,5.36,,,2.0,0.162,4.76,0.476,57.0,,60.0,42.9,0.0,0.0,0.0,,,1.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672946,SWEETENED MULTI-GRAIN CEREAL,"Post Consumer Brands, LLC",32.0,GRM,Cereal,6.25,3.12,87.5,406.0,46.9,3.1,312.0,28.1,25.0,62.0,109.0,469.0,11.7,6.0,18.8,1.0,1.33,15.6,1.56,625.0,4.69,,,0.0,0.0,0.0,281.0,,,,,,,0.0,0.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182241,SWEETENED MULTI-GRAIN CEREAL,The Kellogg Company ,38.0,g,Cereal,5.26,2.63,84.2,368.0,29.0,5.3,0.0,6.32,,,158.0,579.0,,,15.8,0.0,0.447,5.26,0.526,,1.58,79.0,28.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485391,"SWEETENED MULTIGRAIN CEREAL, SWEETENED",Hannaford Bros. Co.,40.0,g,Cereal,7.5,3.75,80.0,375.0,20.0,10.0,325.0,20.2,80.0,200.0,375.0,425.0,9.38,,15.0,1.0,1.06,12.5,1.25,300.0,3.75,288.0,20.0,0.0,0.0,0.0,,1250.0,,200.0,,,,1.25,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595879,SWEETENED MULTIGRAIN WITH MARSHMALLOW CEREAL,The Kellogg Company ,39.0,GRM,Cereal,5.13,2.56,87.2,359.0,41.0,5.1,0.0,9.23,,,103.0,436.0,,4.0,30.8,1.0,0.654,7.69,0.769,154.0,2.31,90.0,41.0,0.0,0.0,1.28,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611304,SWEETENED MULTIGRAIN WITH MARSHMALLOWS CEREAL,The Kellogg Company ,39.0,GRM,Cereal,5.13,2.56,87.2,359.0,41.0,5.1,0.0,9.23,,,103.0,436.0,,4.0,30.8,1.0,0.654,7.69,0.769,154.0,2.31,90.0,41.0,0.0,0.0,1.28,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118562,SWEETENED OAT CEREAL WITH MARSHMALLOWS,"Iga, Inc.",30.0,g,Cereal,6.67,3.33,90.0,400.0,43.3,3.3,333.0,15.0,,,167.0,533.0,12.5,,20.0,1.0,1.42,16.7,1.67,,5.0,,,0.0,0.0,0.0,,1670.0,,133.0,,,,0.0,0.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071010,SWEETENED OAT CEREAL WITH MARSHMALLOWS,"Hy-Vee, Inc.",30.0,g,Cereal,6.67,3.33,90.0,400.0,43.3,3.3,333.0,15.0,,,167.0,533.0,12.5,,20.0,1.0,1.42,16.7,1.67,,5.0,,,0.0,0.0,0.0,,1670.0,,133.0,,,,0.0,0.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864048,SWEETENED PUFFED WHEAT CEREAL,"Post Consumer Brands, LLC",27.0,g,Cereal,7.41,0.0,88.9,370.0,55.6,3.7,0.0,2.67,,,167.0,222.0,2.22,,8.9,1.0,0.63,7.41,0.741,370.0,2.22,,,0.0,0.0,0.0,,1850.0,,148.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864095,SWEETENED PUFFED WHEAT CEREAL,"Post Consumer Brands, LLC",27.0,g,Cereal,7.41,0.0,88.9,407.0,55.6,0.0,0.0,6.67,59.0,148.0,167.0,241.0,5.56,,22.2,1.0,1.57,18.5,1.85,741.0,5.56,,,0.0,0.0,0.0,,1850.0,,148.0,0.148,,,0.0,0.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858322,SWEETENED PUFFED WHEAT CEREAL,"Post Consumer Brands, LLC",27.0,g,Cereal,7.41,0.0,88.9,407.0,55.6,0.0,0.0,6.67,59.0,148.0,167.0,241.0,5.56,,22.2,1.0,1.57,18.5,1.85,741.0,5.56,,,0.0,0.0,0.0,,1850.0,,148.0,0.148,,,0.0,0.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141231,SWEETENED PUFFED WHEAT CEREAL,The Kellogg Company ,27.0,g,Cereal,7.41,1.85,88.9,370.0,55.6,3.7,0.0,1.33,,148.0,148.0,185.0,,,22.2,1.0,1.57,18.5,1.85,,5.56,,,0.0,0.0,0.0,,1850.0,,148.0,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864294,SWEETENED PUFFED WHEAT CEREAL,"Post Consumer Brands, LLC",27.0,g,Cereal,7.41,0.0,88.9,370.0,55.6,3.7,0.0,2.67,,,167.0,222.0,2.22,,8.9,1.0,0.63,7.41,0.741,370.0,2.22,,,0.0,0.0,0.0,,1850.0,,148.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672955,SWEETENED PUFFED WHEAT CEREAL,"Post Consumer Brands, LLC",27.0,GRM,Cereal,7.41,0.0,88.9,370.0,55.6,3.7,0.0,2.67,,,167.0,222.0,2.22,7.0,8.9,1.0,0.63,7.41,0.741,370.0,2.22,,,0.0,0.0,0.0,333.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864019,SWEETENED PUFFED WHEAT CEREAL,"Post Consumer Brands, LLC",27.0,g,Cereal,7.41,0.0,88.9,370.0,55.6,3.7,0.0,2.67,,,167.0,222.0,2.22,,8.9,1.0,0.63,7.41,0.741,370.0,2.22,,,0.0,0.0,0.0,,1850.0,,148.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864027,SWEETENED RICE CEREAL WITH MARSHMALLOWS,"Post Consumer Brands, LLC",29.0,g,Cereal,3.45,1.72,89.7,379.0,44.8,0.0,0.0,4.97,,,52.0,552.0,4.14,,0.0,1.0,1.17,13.8,1.38,276.0,4.14,,,0.0,0.0,0.0,,1720.0,,110.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864232,"SWEETENED RICE CEREAL, COCOA","Post Consumer Brands, LLC",29.0,g,Cereal,3.45,3.45,86.2,414.0,34.5,0.0,0.0,6.21,,69.0,155.0,586.0,5.17,,0.0,1.0,1.47,17.2,1.72,,5.17,,,0.0,0.0,3.45,,2590.0,,276.0,0.138,,,0.0,0.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653106,"SWEETENED RICE CEREAL, COCOA","Post Consumer Brands, LLC",60.0,GRM,Cereal,5.0,4.17,85.0,400.0,36.7,1.7,0.0,6.0,27.0,100.0,158.0,583.0,5.0,15.0,0.0,1.0,1.42,16.7,1.67,,5.0,333.0,,0.0,0.0,3.33,450.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672998,"SWEETENED RICE CEREAL, COCOA","Post Consumer Brands, LLC",29.0,GRM,Cereal,3.45,3.45,89.7,414.0,44.8,0.0,0.0,6.21,28.0,69.0,190.0,517.0,5.17,7.0,0.0,1.0,1.47,17.2,1.72,345.0,5.17,,,0.0,0.0,3.45,466.0,,,,0.138,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864233,"SWEETENED RICE CEREAL, FRUITY","Post Consumer Brands, LLC",27.0,g,Cereal,3.7,3.7,85.2,407.0,33.3,0.0,0.0,6.67,,,74.0,519.0,5.56,,22.2,1.0,1.57,18.5,1.85,,5.56,,,0.0,0.0,3.7,,2780.0,,296.0,,,,0.0,0.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473075,"SWEETENED RICE CEREAL, FRUITY",Family Dollar Stores Inc.,36.0,g,Cereal,2.78,2.78,88.9,389.0,41.7,0.0,0.0,7.5,,0.0,56.0,639.0,6.25,,,1.0,1.89,22.2,1.94,333.0,15.0,333.0,41.7,0.0,0.0,0.0,,4170.0,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864066,"SWEETENED RICE CEREAL, MARSHMALLOWS","Post Consumer Brands, LLC",29.0,g,Cereal,3.45,3.45,89.7,379.0,48.3,0.0,0.0,4.97,,,138.0,483.0,4.14,,0.0,1.0,1.17,13.8,1.38,276.0,4.14,,,0.0,0.0,1.72,,1720.0,,110.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027253,"SWEETENED RICE CEREAL, MARSHMALLOWS","Post Consumer Brands, LLC",29.0,g,Cereal,3.45,1.72,89.7,379.0,44.8,0.0,0.0,4.97,,,52.0,552.0,4.14,,0.0,1.0,1.17,13.8,1.38,276.0,4.14,,,0.0,0.0,0.0,,1720.0,,110.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673042,"SWEETENED RICE CEREAL, MARSHMALLOWS","Post Consumer Brands, LLC",29.0,GRM,Cereal,3.45,1.72,89.7,379.0,44.8,0.0,0.0,4.97,,,52.0,552.0,4.14,6.0,0.0,1.0,1.17,13.8,1.38,276.0,4.14,,,0.0,0.0,0.0,310.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669850,"SWEETENED RICE CEREAL, SWEETENED","Post Consumer Brands, LLC",56.0,GRM,Cereal,3.57,4.46,85.7,393.0,33.9,0.0,0.0,4.82,,36.0,0.0,536.0,6.7,7.0,26.8,2.0,1.82,21.4,1.43,429.0,10.7,429.0,33.9,0.0,0.0,0.0,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468497,"SWEETENED RICE CEREAL, SWEETENED","Post Consumer Brands, LLC",36.0,g,Cereal,2.78,4.17,86.1,389.0,33.3,0.7,0.0,5.0,,56.0,56.0,528.0,,,16.7,1.0,1.89,22.2,1.39,400.0,13.3,389.0,33.3,0.0,0.0,0.0,,6940.0,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470807,"SWEETENED RICE CEREAL, SWEETENED","Post Consumer Brands, LLC",36.0,g,Cereal,2.78,4.17,86.1,389.0,33.3,0.7,0.0,5.0,,56.0,56.0,528.0,6.25,,16.7,1.0,1.89,22.2,1.39,400.0,13.3,389.0,33.3,0.0,0.0,0.0,,6940.0,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633418,"SWEETENED RICE CEREAL, VANILLA","General Mills, Inc.",30.0,g,Cereal,3.33,6.67,83.3,400.0,26.7,3.3,333.0,30.0,27.0,133.0,150.0,633.0,12.5,,20.0,1.0,1.42,16.7,1.67,,5.0,,,0.0,0.0,0.0,,1670.0,,133.0,,,,3.33,0.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142866,SWEETENED TOASTED RICE CEREAL,The Kellogg Company ,30.0,g,Cereal,3.33,3.33,86.7,400.0,30.0,0.0,0.0,6.0,,,50.0,567.0,,,20.0,1.0,1.42,16.7,1.67,,5.0,,,0.0,0.0,1.67,,1670.0,,133.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947691,SWEETENED TOASTED RICE CEREAL,The Kellogg Company ,30.0,g,Cereal,3.33,3.33,86.7,400.0,30.0,0.0,0.0,6.0,,,50.0,567.0,,,20.0,1.0,1.42,16.7,1.67,,5.0,,,0.0,0.0,1.67,,1670.0,,133.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626158,SWEETENED WITH OATS & HONEY CEREAL,"Post Consumer Brands, LLC",42.0,GRM,Cereal,7.14,7.14,78.6,405.0,21.4,4.8,24.0,38.6,57.0,143.0,214.0,429.0,3.57,5.0,,1.0,1.42,19.0,1.9,952.0,14.3,571.0,19.0,0.0,0.0,0.0,857.0,,,,,,,3.57,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945713,"TOASTED CINNAMON CEREAL, CINNAMON","Love Grown Foods, LLC",30.0,g,Cereal,10.0,1.67,63.3,300.0,23.3,10.0,67.0,2.4,,,,317.0,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008547,TOASTED CRISPY RICE CEREAL,Family Dollar Stores Inc.,33.0,g,Cereal,9.09,0.0,87.9,394.0,12.1,0.0,0.0,27.3,24.0,121.0,167.0,545.0,11.4,,45.5,1.0,1.54,18.2,1.52,606.0,4.55,,,0.0,0.0,0.0,,3790.0,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071027,TOASTED CRISPY RICE CEREAL,"Hy-Vee, Inc.",33.0,g,Cereal,6.06,0.0,87.9,394.0,12.1,0.0,0.0,32.7,24.0,61.0,106.0,545.0,0.91,,45.5,1.0,1.29,18.2,1.52,,5.45,,,0.0,0.0,0.0,,3790.0,,303.0,0.121,,,0.0,0.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477066,"TOASTED GRAIN CEREAL, CORNFLAKES","Publix Super Markets, Inc.",45.0,g,Cereal,6.67,0.0,86.7,378.0,8.89,2.2,0.0,20.0,,,0.0,578.0,,,13.3,1.0,0.944,11.1,1.11,267.0,3.33,,8.9,0.0,0.0,0.0,,1110.0,,178.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477015,"TOASTED OAT CEREAL, HONEYNUT","Publix Super Markets, Inc.",37.0,g,Cereal,8.11,5.41,81.1,378.0,32.4,5.4,351.0,12.2,0.0,108.0,432.0,514.0,10.1,,16.2,1.0,1.15,13.5,1.35,324.0,4.05,311.0,32.4,0.0,0.0,0.0,,1350.0,,216.0,,,,2.7,1.35,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460590,"TOASTED OATS CEREAL, TOASTED","Foodtown, Inc.",38.0,g,Cereal,10.5,6.58,73.7,395.0,2.63,10.5,342.0,30.0,132.0,132.0,368.0,526.0,12.6,,50.0,1.0,1.32,16.6,1.58,679.0,5.0,671.0,2.6,0.0,0.0,0.0,,20000.0,,137.0,0.263,,,2.63,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
