fdc_id,description,brand_owner,serving_size,serving_size_unit,food_category,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy,Total Sugars,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn",Vitamin D (D2 + D3),"Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total",Vitamin B-12,Folic acid,"Sugars, added",Cholesterol,"Fatty acids, total trans","Fatty acids, total saturated","Vitamin A, RAE","Vitamin A, IU",Pantothenic acid,"Vitamin D (D2 + D3), International Units","Copper, Cu","Manganese, Mn","Selenium, Se","Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fiber, soluble","Carbohydrate, other","Fiber, insoluble",Total sugar alcohols,"Iodine, I",Vitamin D3 (cholecalciferol),Biotin,Vitamin K (phylloquinone),Vitamin E,"Folate, DFE",Ash,Water,Vitamin E (label entry primarily),"Chlorine, Cl","Chromium, Cr","Molybdenum, Mo",Starch,Vitamin E (alpha-tocopherol),"Sugars, Total","Alcohol, ethyl","Choline, total",Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,"Sugars, intrinsic"
2524733,"APPLE CINNAMON FLAVORED CRISPY RICE TREATS BARS, APPLE CINNAMON","Wal-Mart Stores, Inc.",28.0,GRM,"Cakes, Cupcakes, Snack Cakes",3.57,8.93,78.6,393.0,39.3,0.0,36.0,3.57,,,0.0,179.0,,,,0.0,0.0,0.0,0.357,0.0,,18.0,39.3,0.0,0.0,5.36,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502318,"CARROT CAKE SANDWICH COOKIES WITH CREAM CHEESE FROSTING CREME, CARROT CAKE",Turk Enterprises,29.0,MG,Cookies & Biscuits,3.45,24.1,72.4,517.0,44.8,0.0,0.0,2.48,,,,224.0,,,0.0,,,,,,,,,0.0,0.0,6.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115764,"ENGLISH MUFFINS, HONEY WHEAT","Bimbo Bakeries USA, Inc.",57.0,g,Breads & Buns,7.02,1.75,45.6,228.0,3.51,1.8,105.0,2.28,,,88.0,316.0,,,,,,,,,,,3.5,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633011,"GRAHAM CRACKER PIE CRUST, GRAHAM CRACKER","Meijer, Inc.",21.0,GRM,Crusts & Dough,4.76,33.3,57.1,524.0,28.6,9.5,95.0,1.71,,,,238.0,,,0.0,,,,,,,,,0.0,9.52,7.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099236,IMPORTED SWISS GRANOLA,"Wal-Mart Stores, Inc.",49.0,g,Cereal,8.16,18.4,61.2,469.0,22.4,6.1,41.0,2.2,,,,61.0,,,0.0,,,,,,,,,0.0,0.0,4.08,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642105,"MARVEL, 100% WHEY PROTEIN 24G POWDER, ROYAL CARAMEL COOKIE, ROYAL CARAMEL COOKIE","General Nutrition Centers, Inc",35.0,GRM,"Energy, Protein & Muscle Recovery Drinks",68.6,7.14,17.1,457.0,5.71,0.0,371.0,0.0,,,629.0,686.0,,0.0,,,,,,,,,2.9,257.0,0.0,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894096,MINI GLUTINOUS RICE DUMPLING,Winner Food Products Limited,67.0,g,Frozen Appetizers & Hors D'oeuvres,4.48,4.48,31.3,164.0,1.49,3.0,0.0,0.0,,,,433.0,,,0.0,,,,,,,,,0.0,0.0,0.75,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922621,"ORGANIC GRANOLA BAR, CARAMEL APPLE","18 Rabbits, Inc.",30.0,g,"Snack, Energy & Granola Bars",6.67,10.0,73.3,400.0,26.7,6.7,67.0,2.4,,,,133.0,,,0.0,,,,,,,,,0.0,0.0,1.67,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429883,"SORINI ITALIA, ASSORTED CHOCOLATE PRALINES",SORINI ITALIA,40.0,g,Chocolate,5.0,32.5,60.0,550.0,57.5,2.5,150.0,2.7,,,,88.0,,,0.0,,,,,,,,,12.0,0.0,22.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428889,"SORINI, CHOCOLART, ASSORTED MILK CHOCOLATE PRALINES",SORINI,41.0,g,Chocolate,4.88,31.7,58.5,537.0,56.1,2.4,98.0,3.51,,,,73.0,,,0.0,,,,,,,,,12.0,0.0,22.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926928,"100% NATURAL OATMEAL, PB&J","Straw Propeller Gourmet Foods, LLC",57.0,g,Cereal,12.3,10.5,64.9,421.0,26.3,7.0,70.0,3.79,,,,275.0,,,15.8,,,,,,,,,0.0,0.0,2.63,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034257,100% NATURAL OLD FASHIONED OATMEAL,"Iga, Inc.",40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126833,100% NATURAL QUICK OATS,"Associated Wholesale Grocers, Inc.",40.0,g,Cereal,12.5,7.5,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034331,100% NATURAL WHOLE GRAIN QUICK OATS,"Iga, Inc.",40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152405,"100% PREMIUM QUINOA TOASTED CERAL, CITRUS BLISS, CITRUS BLISS",Aterra Foods,30.0,g,Cereal,13.3,10.0,70.0,433.0,13.3,10.0,300.0,6.6,400.0,400.0,700.0,50.0,3.5,,0.0,0.0,0.17,,,640.0,,,,0.0,0.0,1.67,,0.0,,,,,,3.33,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106979,100% ROLLED QUICK OATS,Brookshire Grocery Company,40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100558,100% ROLLED QUICK OATS,Brookshire Grocery Company,40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671787,100% STONE GROUND WHOLE GRAIN SCOTTISH OATMEAL,"Bob's Red Mill Natural Foods, Inc.",36.0,GRM,Cereal,16.7,6.94,63.9,389.0,0.0,11.1,56.0,5.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.39,0.0,,,,,,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423682,"100% WHOLE GRAIN 1-MINUTE QUICK OATS, 100% WHOLE GRAIN","Grain Millers, Inc.",40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,50.0,3.5,,,325.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288750,100% WHOLE GRAIN OATS,"Post Consumer Brands, LLC",40.0,g,Cereal,12.5,7.5,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271858,100% WHOLE GRAIN OATS,Save Mart Supermarkets Inc.,40.0,g,Cereal,,6.25,67.5,375.0,0.0,10.0,0.0,4.0,,,375.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,2.5,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390298,100% WHOLE GRAIN OATS QUICK COOK OATMEAL,"Schnuck Markets, Inc.",40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.0,,,375.0,0.0,,,,,,,,,,,,0.0,0.0,1.25,,,,0.0,,,,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390305,100% WHOLE GRAIN OATS QUICK COOK OATMEAL,"Schnuck Markets, Inc.",40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.0,,,375.0,0.0,,,,,,,,,,,,0.0,0.0,1.25,,,,0.0,,,,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552192,"100% WHOLE GRAIN OATS, 100%WHOLE GRAIN",H. A. Cole Products Company,40.0,GRM,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,52.0,2.5,,,362.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434599,100% WHOLE GRAIN OLD FASHIONED OATS,"Winco Foods, Inc.",40.0,g,Cereal,12.5,6.25,67.5,350.0,0.0,10.0,0.0,4.25,150.0,375.0,350.0,0.0,3.75,,,1.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243038,"100% WHOLE GRAIN OLD FASHIONED OATS, WHOLE GRAIN","Hy-Vee, Inc.",40.0,g,Cereal,12.5,6.25,70.0,375.0,0.0,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238815,"100% WHOLE GRAIN OLD FASHIONED OATS, WHOLE GRAIN","Weis Markets, Inc.",40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249764,"100% WHOLE GRAIN OLD FASHIONED OATS, WHOLE GRAIN",Nash Finch Company,40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.0,175.0,525.0,375.0,0.0,,,,0.0,,,,,,,,0.0,0.0,1.25,,,,0.0,,,,2.5,2.5,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022665,"100% WHOLE GRAIN OLD FASHIONED OATS, WHOLE GRAIN","Weis Markets, Inc.",40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243217,"100% WHOLE GRAIN OLD FASHIONED OATS, WHOLE GRAIN","Hy-Vee, Inc.",40.0,g,Cereal,12.5,6.25,70.0,375.0,0.0,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673039,100% WHOLE GRAIN ORGANIC OATS,"Post Consumer Brands, LLC",40.0,GRM,Cereal,12.5,7.5,67.5,375.0,2.5,10.0,0.0,4.5,,,350.0,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,0.0,,,,,,,2.5,2.5,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673040,100% WHOLE GRAIN ORGANIC OATS,"Post Consumer Brands, LLC",40.0,GRM,Cereal,12.5,7.5,67.5,375.0,2.5,10.0,0.0,4.5,,,350.0,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,0.0,,,,,,,2.5,2.5,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434575,"100% WHOLE GRAIN QUICK COOKING OATS, 100% WHOLE GRAIN","Winco Foods, Inc.",40.0,g,Cereal,12.5,6.25,67.5,350.0,0.0,10.0,0.0,4.25,150.0,375.0,350.0,0.0,3.75,,,1.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671903,100% WHOLE GRAIN QUICK COOKING STEEL CUT OATS,"Bob's Red Mill Natural Foods, Inc.",36.0,GRM,Cereal,11.1,6.94,72.2,389.0,0.0,11.1,50.0,5.56,,,350.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407231,100% WHOLE GRAIN QUICK COOKING STEEL CUT OATS,"Bob's Red Mill Natural Foods, Inc.",36.0,g,Cereal,11.1,6.94,72.2,389.0,0.0,11.1,50.0,5.56,,,350.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105796,100% WHOLE GRAIN QUICK COOKING STEEL CUT OATS,"Bob's Red Mill Natural Foods, Inc.",36.0,g,Cereal,11.1,6.94,69.4,389.0,0.0,11.1,56.0,3.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.39,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864274,100% WHOLE GRAIN QUICK OATS,"Post Consumer Brands, LLC",40.0,g,Cereal,12.5,7.5,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130037,100% WHOLE GRAIN QUICK OATS,Stater Bros. Markets Inc.,40.0,g,Cereal,12.5,6.25,70.0,375.0,0.0,10.0,,,,,,,,,,,,,,,,,,,0.0,1.25,,,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365638,100% WHOLE GRAIN QUICK OATS,Ray's Wholesale Meats,40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.0,,,375.0,0.0,,,,,,,,,,,,0.0,0.0,1.25,,,,0.0,,,,2.5,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393037,100% WHOLE GRAIN QUICK OATS,"Homestat Farm, Ltd.",40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.25,,,375.0,0.0,,,,,,,,,,,,0.0,0.0,1.25,,,,0.0,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130038,100% WHOLE GRAIN QUICK OATS,Stater Bros. Markets Inc.,40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.0,,,375.0,0.0,,,,,,,,,,,,0.0,0.0,1.25,,,,0.0,,,,2.5,2.5,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426031,100% WHOLE GRAIN QUICK OATS,Baby Time International Inc.,40.0,g,Cereal,12.5,7.5,67.5,375.0,0.0,,50.0,4.25,,,375.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,2.5,2.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384733,"100% WHOLE GRAIN QUICK OATS, 100% WHOLE GRAIN",Save Mart Supermarkets Inc.,40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.0,,,375.0,0.0,,,,,,,,,,,,0.0,0.0,1.25,,,,0.0,,,,2.5,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855621,"100% WHOLE GRAIN QUICK OATS, 100% WHOLE GRAIN","V3G International, LLC",40.0,g,Cereal,12.5,7.5,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620189,"100% WHOLE GRAIN QUICK OATS, 100% WHOLE GRAIN",Wakefern Food Corporation,40.0,GRM,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.0,,,375.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,1.25,,,,,,,,2.5,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126558,"100% WHOLE GRAIN QUICK OATS, WHOLE GRAIN","Hy-Vee, Inc.",40.0,g,Cereal,12.5,6.25,70.0,375.0,0.0,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250057,"100% WHOLE GRAIN QUICK OATS, WHOLE GRAIN",Nash Finch Company,40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.0,175.0,525.0,375.0,0.0,,,,0.0,,,,,,,,0.0,0.0,1.25,,,,0.0,,,,2.5,2.5,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022667,"100% WHOLE GRAIN QUICK OATS, WHOLE GRAIN","Weis Markets, Inc.",40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243369,"100% WHOLE GRAIN QUICK OATS, WHOLE GRAIN","Hy-Vee, Inc.",40.0,g,Cereal,12.5,6.25,70.0,375.0,0.0,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239100,"100% WHOLE GRAIN QUICK OATS, WHOLE GRAIN","Weis Markets, Inc.",40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554382,"100% WHOLE GRAIN REGULAR ROLLED OATS, 100% WHOLE GRAIN","Happy Day Food Group, Inc.",40.0,GRM,Cereal,17.5,7.5,67.5,400.0,0.0,10.0,55.0,5.0,,,430.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391741,"100% WHOLE GRAIN ROLLED QUICK OATS, WHOLE GRAIN",Bi-Lo Inc.,40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.0,,,375.0,0.0,,,,,,,,,,,,0.0,0.0,1.25,,,,0.0,,,,2.5,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053722,100% WHOLE GRAIN STEEL CUT OATS,The Kroger Co.,40.0,g,Cereal,12.5,6.25,67.5,375.0,2.5,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671851,100% WHOLE GRAIN STEEL CUT OATS,"Bob's Red Mill Natural Foods, Inc.",44.0,GRM,Cereal,11.4,5.68,70.4,386.0,2.27,11.4,34.0,4.55,,,368.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429802,"100% WHOLE GRAIN STEEL CUT OATS, 100% WHOLE GRAIN","Wegmans Food Markets, Inc. ",40.0,g,Cereal,12.5,6.25,67.5,375.0,0.0,10.0,0.0,4.25,,,350.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,2.5,2.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604423,"100% WHOLE GRAIN STEEL CUT OATS, ORIGINAL",GOOD & SMART,48.0,g,Cereal,12.5,6.25,70.8,396.0,2.08,8.3,21.0,1.67,,,167.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100947,"100% WHOLE GRAIN STEEL CUT OATS, WHOLE GRAIN","Hy-Vee, Inc.",40.0,g,Cereal,12.5,6.25,70.0,375.0,0.0,10.0,0.0,4.5,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,1.25,,0.0,,,,,,2.5,2.5,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013848,"18 RABBITS, ORGANIC WALNUTS, FLAX, AND CACAO NIBS VERITAS GRANOLA","18 Rabbits, Inc.",29.0,g,Cereal,10.3,27.6,51.7,483.0,10.3,6.9,69.0,3.72,,,,34.0,,,0.0,,,,,,,,,0.0,0.0,8.62,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033693,"365 EVERYDAY VALUE, COCONUT CRAZE GRANOLA","Whole Foods Market, Inc.",55.0,g,Cereal,9.09,21.8,67.3,491.0,18.2,7.3,36.0,2.62,,,273.0,191.0,,,4.4,,,,,,,,,0.0,0.0,10.9,,0.0,,,,,,5.45,2.73,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868294,"365 EVERYDAY VALUE, ORGANIC INSTANT OATMEAL, OATS & FLAX, OATS & FLAX","Whole Foods Market, Inc.",40.0,g,Cereal,10.0,5.0,72.5,375.0,27.5,7.5,0.0,2.7,,,,325.0,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,1.25,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015656,"365 EVERYDAY VALUE, PROTEIN, FIBER FLAKES & CLUSTERS`","Whole Foods Market, Inc.",55.0,g,Cereal,20.0,10.9,63.6,400.0,21.8,9.1,36.0,3.27,,,200.0,309.0,,,0.0,,,,,,,,,0.0,0.0,0.91,,0.0,,,,,,5.45,3.64,2.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109899,5 GRAIN BLEND,"Wal-Mart Stores, Inc.",45.0,g,Cereal,11.1,2.22,75.6,356.0,2.22,8.9,0.0,2.4,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899008,A DATE IN THE LIFE OATMEAL,"Reconyx, Inc.",86.5,g,Cereal,8.32,20.9,35.6,347.0,11.3,5.8,69.0,2.29,,,,5.0,,,0.7,,,,,,,,,0.0,0.0,10.6,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165835,"ACAI BERRIES OVERNIGHT OATS WITH ANCIENT GRAINS, ACAI BERRIES",Brekki LLC,150.0,g,Cereal,4.0,5.33,17.3,133.0,7.33,2.7,27.0,0.96,,,93.0,57.0,,,,,,,,,,,6.7,0.0,0.0,0.67,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055480,"ACME, GIVE N GO GRANOLA",West Coast Grocery Company,55.0,g,Cereal,7.27,20.0,47.3,418.0,25.4,3.6,36.0,1.96,,,,164.0,,,0.0,,,,,,,,,0.0,0.0,1.82,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437532,"ACTIVATION ENERGY COFFEE, DARK CHOCOLATE & HAZELNUTS",Nu.Millennia/Inc.,30.0,g,Cereal,13.3,26.7,50.0,480.0,16.7,6.7,67.0,4.8,,,430.0,103.0,,,2.0,0.0,,,,,,,,0.0,,6.67,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886382,ADDICTION GRANOLA,"Lehi Valley Trading Company, Inc.",55.0,g,Cereal,9.09,20.0,60.0,455.0,29.1,7.3,73.0,3.27,,,,164.0,,,2.2,,,,,,,,,0.0,0.0,4.55,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898212,ADDICTION GRANOLA,"Lehi Valley Trading Company, Inc.",28.0,g,Cereal,10.7,21.4,60.7,464.0,28.6,7.1,71.0,3.86,,,,161.0,,,0.0,,,,,,,,,0.0,0.0,5.36,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167401,"ADZUKI BEAN GLOW OATMEAL, ADZUKI BEAN",Lisa Produce,50.0,g,Cereal,10.0,10.0,70.0,400.0,22.0,8.0,50.0,2.0,,,346.0,20.0,,,,,,,,,,,8.0,0.0,0.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072041,AGAVE SWEET APPLE CRISP GRANOLA,"RB. Confections, Lc.",28.0,g,Cereal,10.7,25.0,53.6,429.0,17.9,7.1,71.0,3.86,,,,125.0,,,0.0,,,,,,,,,0.0,0.0,3.57,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886379,AGAVE SWEET BANANA NUT BREAD GRANOLA,"Lehi Valley Trading Company, Inc.",28.0,g,Cereal,10.7,25.0,53.6,464.0,17.9,10.7,71.0,2.57,,,,161.0,,,0.0,,,,,,,,,0.0,0.0,3.57,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072032,AGAVE SWEET BOUNTIFUL HARVEST GRANOLA,"RB. Confections, Lc.",28.0,g,Cereal,7.14,21.4,57.1,429.0,25.0,7.1,71.0,3.86,,,,0.0,,,4.3,,,,,,,,,0.0,0.0,3.57,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
